Order ID,Order Date,Customer ID,Region,Product ID,Category,Quantity,Unit Price,Total Price
ORD100338,2022-02-07,CUST00007,West,P0053,Electronics,5.0,219.88,1099.4
ORD100339,2021-05-16,CUST00144,West,P0012,Electronics,3.0,291.88,875.64
ORD100340,2021-07-26,CUST00285,West,P0060,Electronics,9.0,,971.1899999999999
ORD100341,2022-02-28,CUST00140,West,P0052,Clothing,4.0,,1041.4
ORD100342,2021-05-09,CUST00382,East,P0023,Electronics,2.0,303.63,607.26
ORD100343,2022-08-29,CUST00204,North,P0011,Toys,3.0,231.68,695.04
ORD100344,2022-07-20,CUST00168,South,P0043,Books,7.0,210.54,1473.78
ORD100345,2021-03-10,CUST00228,,P0042,Electronics,1.0,110.55,110.55
ORD100346,2021-01-05,CUST00278,North,P0008,Home,5.0,79.43,397.15000000000003
ORD100347,2022-10-27,CUST00284,East,P0080,Electronics,9.0,369.67,3327.03
ORD100348,2022-05-15,CUST00067,West,P0069,,2.0,141.36,282.72
ORD100349,2022-11-25,CUST00238,West,P0007,Clothing,6.0,120.2,721.2
ORD100350,2022-11-19,CUST00177,West,P0005,Clothing,5.0,310.5,1552.5
ORD100351,2021-10-27,CUST00155,East,P0011,Electronics,8.0,279.31,2234.48
ORD100352,2021-01-10,CUST00330,East,P0067,Home,8.0,194.02,1552.16
ORD100353,2021-11-12,CUST00186,South,P0095,Toys,8.0,401.44,3211.52
ORD100354,2021-05-22,CUST00487,West,P0010,Books,2.0,17.68,35.36
ORD100355,2022-05-07,,South,P0071,Electronics,2.0,146.44,292.88
ORD100356,2021-11-12,CUST00308,North,P0043,Grocery,,133.58,935.0600000000001
ORD100357,2022-08-29,CUST00446,West,P0058,Grocery,7.0,143.07,1001.49
ORD100358,2022-01-10,CUST00194,West,P0042,Toys,8.0,161.52,1292.16
ORD100359,2022-03-05,CUST00017,South,P0006,Clothing,9.0,123.56,1112.04
ORD100360,2022-04-23,CUST00347,North,P0062,Toys,5.0,211.41,1057.05
ORD100361,2021-11-22,CUST00312,North,P0001,Home,2.0,124.27,248.54
ORD100362,2022-02-10,CUST00229,West,P0006,Books,1.0,128.06,128.06
ORD100363,2021-08-16,CUST00353,North,P0100,Electronics,4.0,450.42,1801.68
ORD100364,2022-06-25,CUST00199,South,P0044,Clothing,3.0,97.1,291.29999999999995
ORD100365,2022-03-31,CUST00206,North,P0082,Grocery,3.0,448.2,1344.6
ORD100366,2021-03-22,CUST00140,West,P0092,Toys,8.0,299.13,2393.04
ORD100367,2021-11-06,CUST00403,East,P0020,Grocery,5.0,169.8,849.0
ORD100368,2022-07-04,CUST00477,East,P0038,Home,8.0,257.29,2058.32
ORD100369,2022-03-05,CUST00235,South,P0047,,3.0,9.06,27.18
ORD100370,2022-05-27,CUST00238,North,P0021,Home,3.0,273.52,820.56
ORD100371,2022-05-30,CUST00035,West,P0079,Toys,2.0,324.42,648.84
ORD100372,2021-01-18,CUST00382,North,P0016,Toys,3.0,131.17,393.51
ORD100373,2021-09-27,CUST00370,North,P0068,Electronics,1.0,473.21,473.21
ORD100374,2021-09-22,CUST00387,North,P0018,Electronics,1.0,414.5,414.5
ORD100375,2022-09-26,CUST00371,East,P0068,Grocery,3.0,,41.730000000000004
ORD100376,2022-09-01,CUST00410,North,P0099,Clothing,6.0,475.61,2853.66
ORD100377,2021-11-29,CUST00484,,P0021,Grocery,6.0,231.74,1390.44
ORD100378,2021-09-25,CUST00453,West,P0067,Books,9.0,107.87,970.83
ORD100379,2021-12-02,CUST00438,North,P0061,Books,5.0,94.35,471.75
ORD100380,2022-04-09,CUST00051,West,P0058,Books,5.0,391.28,1956.3999999999999
ORD100381,2022-12-19,CUST00418,South,P0021,Clothing,8.0,82.34,658.72
ORD100382,2022-02-08,CUST00041,,P0018,Clothing,7.0,488.04,3416.28
ORD100383,2021-02-12,CUST00162,East,P0091,Clothing,1.0,460.56,460.56
ORD100384,2021-08-14,CUST00009,West,P0081,Grocery,1.0,187.41,187.41
ORD100385,2021-02-14,CUST00440,East,P0029,,2.0,186.23,372.46
ORD100386,2021-08-20,CUST00289,North,P0053,Clothing,7.0,,291.2
ORD100387,2021-08-02,,West,P0017,Grocery,4.0,113.89,455.56
ORD100388,2022-04-08,CUST00064,West,P0081,Toys,8.0,91.58,732.64
ORD100389,2022-10-05,CUST00409,East,P0080,Clothing,9.0,396.34,3567.06
ORD100390,2021-01-06,CUST00125,,P0072,Home,2.0,254.73,509.46
ORD100391,2021-11-19,CUST00474,East,P0033,Electronics,1.0,427.74,427.74
ORD100392,2021-03-11,CUST00217,West,P0065,Clothing,8.0,,402.08
ORD100393,2021-07-16,CUST00334,South,P0042,Toys,2.0,44.07,88.14
ORD100394,2021-11-03,CUST00054,East,P0055,Grocery,7.0,205.48,1438.36
ORD100395,2022-12-31,CUST00403,East,P0009,Clothing,5.0,350.89,1754.4499999999998
ORD100396,2022-07-01,CUST00472,North,P0022,Grocery,7.0,330.03,2310.21
ORD100397,2022-09-10,CUST00420,South,P0040,Home,5.0,27.35,136.75
ORD100398,2022-05-12,CUST00018,South,P0030,,5.0,276.76,1383.8
ORD100399,2022-09-03,CUST00147,South,P0026,Grocery,2.0,10.63,21.26
,,,,,,,,
ORD100401,2022-03-20,CUST00265,North,P0050,Clothing,2.0,402.26,804.52
ORD100402,2021-10-11,CUST00144,South,P0025,Grocery,2.0,360.8,721.6
ORD100403,2022-06-01,CUST00009,North,P0051,Toys,5.0,357.58,1787.8999999999999
ORD100404,2021-04-20,CUST00404,West,P0004,Grocery,4.0,68.16,272.64
ORD100405,2021-01-22,CUST00363,North,P0088,,7.0,66.75,467.25
ORD100406,2022-11-03,CUST00289,East,P0045,Clothing,9.0,405.22,3646.9800000000005
ORD100407,2021-04-05,CUST00235,East,P0087,Clothing,7.0,388.62,2720.34
ORD100408,2022-11-11,CUST00171,West,P0017,Toys,3.0,373.6,1120.8000000000002
ORD100409,2022-01-13,CUST00331,South,P0037,Clothing,1.0,200.35,200.35
ORD100410,2021-05-14,CUST00392,North,P0024,Toys,7.0,17.9,125.29999999999998
ORD100411,2022-05-12,CUST00448,West,P0098,Toys,7.0,104.12,728.84
ORD100412,2021-02-21,CUST00098,West,P0093,Books,7.0,298.15,2087.0499999999997
ORD100413,2021-02-22,CUST00193,South,P0077,Electronics,3.0,265.79,797.3700000000001
ORD100414,2021-11-29,CUST00132,North,P0044,Books,2.0,471.25,942.5
ORD100415,2022-02-26,CUST00001,West,P0050,Toys,4.0,305.23,1220.92
ORD100416,2022-04-22,CUST00132,West,P0073,Books,6.0,20.55,123.30000000000001
ORD100417,2021-06-06,CUST00436,East,P0022,Electronics,8.0,319.1,2552.8
ORD100418,2022-01-04,CUST00102,East,P0012,Grocery,5.0,339.84,1699.1999999999998
ORD100419,2022-05-10,,North,P0016,Clothing,8.0,97.68,781.44
ORD100420,2021-06-18,CUST00343,West,P0028,Home,2.0,358.21,716.42
ORD100421,2022-11-11,CUST00102,West,P0032,Toys,9.0,206.82,1861.3799999999999
ORD100422,2021-02-12,CUST00011,East,P0066,Books,2.0,245.04,490.08
ORD100423,2022-06-16,CUST00212,North,P0019,Clothing,7.0,456.51,3195.5699999999997
ORD100424,2022-01-22,CUST00251,North,P0025,Grocery,5.0,459.57,2297.85
ORD100425,2021-04-18,CUST00052,West,P0026,Grocery,4.0,149.39,597.56
ORD100426,2021-07-27,CUST00379,East,P0074,Electronics,3.0,433.24,1299.72
,,,,,,,,
ORD100428,2022-02-21,CUST00275,West,P0052,Toys,3.0,383.79,1151.3700000000001
ORD100429,2021-05-10,CUST00481,West,P0029,Grocery,9.0,230.48,2074.3199999999997
ORD100430,2022-05-24,CUST00395,North,P0065,Books,7.0,267.36,1871.52
ORD100431,2021-08-03,CUST00111,North,P0050,Home,6.0,7.84,47.04
ORD100432,2022-06-03,,West,P0050,Books,8.0,113.85,910.8
ORD100433,2021-08-09,CUST00283,South,P0075,Books,1.0,292.24,292.24
,,,,,,,,
ORD100435,2021-11-18,CUST00236,North,P0083,Clothing,4.0,231.7,926.8
ORD100436,2022-04-07,CUST00136,South,P0027,Electronics,4.0,235.91,943.64
ORD100437,2021-12-01,CUST00329,North,P0044,Grocery,8.0,166.24,1329.92
ORD100438,2022-07-12,CUST00393,,P0084,Home,,8.13,16.26
ORD100439,2022-10-21,CUST00041,East,P0022,Books,5.0,480.37,2401.85
ORD100440,2021-10-23,CUST00371,East,P0075,Books,1.0,40.6,40.6
ORD100441,2021-04-17,CUST00176,West,P0062,Toys,5.0,265.48,1327.4
ORD100442,2021-08-16,CUST00439,North,P0067,Home,1.0,346.72,346.72
ORD100443,2022-04-14,CUST00071,West,P0012,Grocery,2.0,101.0,202.0
ORD100444,2021-03-25,CUST00257,West,P0092,Clothing,6.0,448.17,2689.02
ORD100445,2021-07-18,CUST00365,North,P0056,Clothing,7.0,206.63,1446.4099999999999
ORD100446,2022-07-28,CUST00486,West,P0095,Electronics,3.0,168.91,506.73
ORD100447,2021-02-25,CUST00479,East,P0060,Electronics,2.0,247.66,495.32
ORD100448,2022-03-25,CUST00048,South,P0019,Toys,3.0,453.85,1361.5500000000002
ORD100449,2021-10-31,CUST00269,North,P0076,Books,,335.33,2682.64
ORD100450,2022-07-30,CUST00295,East,P0061,Home,,53.59,375.13
ORD100451,2022-12-21,CUST00115,East,P0021,Books,2.0,,97.42
ORD100452,2021-10-24,CUST00310,,P0052,Toys,4.0,169.76,679.04
ORD100453,2022-01-05,CUST00471,East,P0034,Grocery,8.0,332.09,2656.72
ORD100454,2022-12-03,CUST00423,West,P0074,Grocery,6.0,151.78,910.6800000000001
ORD100455,2022-04-10,CUST00289,East,P0004,Home,9.0,52.64,473.76
ORD100456,2021-11-23,CUST00057,West,P0074,,9.0,136.65,1229.8500000000001
ORD100457,2022-06-27,CUST00260,,P0003,Grocery,2.0,477.44,954.88
ORD100458,2022-09-18,CUST00071,East,P0097,,1.0,347.31,347.31
ORD100459,2022-09-04,CUST00055,West,P0092,Home,3.0,137.21,411.63
ORD100460,2022-09-21,CUST00471,South,P0094,Clothing,7.0,466.44,3265.08
ORD100461,2021-02-04,CUST00225,West,P0015,Electronics,2.0,257.95,515.9
ORD100462,2021-11-15,CUST00270,South,P0002,Toys,6.0,284.7,1708.1999999999998
ORD100463,2022-04-22,CUST00418,North,P0087,Clothing,3.0,465.24,1395.72
ORD100464,2022-11-09,CUST00209,West,P0059,Grocery,7.0,327.91,2295.3700000000003
ORD100465,2021-11-22,CUST00472,North,P0062,Books,5.0,447.19,2235.95
ORD100466,2022-07-14,CUST00146,North,P0084,Books,9.0,301.99,2717.91
ORD100467,2022-12-13,CUST00292,North,P0084,Home,8.0,,1039.92
ORD100468,2022-03-16,CUST00237,West,P0055,Books,2.0,338.62,677.24
ORD100469,2021-11-06,CUST00052,South,P0038,Toys,7.0,11.72,82.04
ORD100470,2021-03-02,CUST00464,West,P0020,Books,8.0,365.21,2921.68
ORD100471,2021-10-30,CUST00339,,P0033,Electronics,3.0,427.66,1282.98
ORD100472,2022-09-14,CUST00500,North,P0020,Clothing,5.0,365.29,1826.45
ORD100473,2022-04-05,CUST00310,East,P0087,Books,3.0,81.02,243.06
ORD100474,2022-05-04,CUST00192,North,P0018,Electronics,,102.39,102.39
ORD100475,2021-06-10,CUST00490,East,P0002,Grocery,8.0,363.17,2905.36
ORD100476,2021-06-26,CUST00354,East,P0034,Electronics,2.0,223.74,447.48
ORD100477,2022-04-04,CUST00357,South,P0089,Books,2.0,265.48,530.96
ORD100478,2021-02-26,CUST00186,North,P0024,Toys,2.0,188.6,377.2
ORD100479,2022-10-14,CUST00127,West,P0007,Toys,8.0,209.88,1679.04
ORD100480,2021-05-05,CUST00304,North,P0025,Toys,9.0,179.46,1615.14
ORD100481,2021-06-22,CUST00079,South,P0055,Grocery,6.0,57.52,345.12
ORD100482,2021-05-22,,North,P0058,Books,7.0,320.95,2246.65
ORD100483,2022-09-22,CUST00393,West,P0085,Books,1.0,366.21,366.21
ORD100484,2021-03-23,CUST00221,North,P0016,Books,4.0,319.17,1276.68
ORD100485,2022-12-20,CUST00250,North,P0084,Clothing,2.0,57.05,114.1
ORD100486,2022-12-22,CUST00302,,P0030,Home,6.0,381.85,2291.1000000000004
ORD100487,2022-02-23,CUST00099,,P0009,Toys,1.0,496.6,496.6
ORD100488,2022-09-08,CUST00495,West,P0081,Toys,9.0,166.03,1494.27
ORD100489,2022-08-18,CUST00405,West,P0058,Electronics,9.0,290.25,2612.25
ORD100490,2021-09-07,CUST00042,East,P0012,Books,3.0,449.46,1348.3799999999999
ORD100491,2022-12-19,CUST00007,South,P0092,Books,1.0,285.67,285.67
ORD100492,2022-08-19,CUST00316,East,P0019,Toys,3.0,426.27,1278.81
ORD100493,2022-04-13,CUST00339,East,P0015,Clothing,6.0,121.63,729.78
ORD100494,2021-07-25,CUST00485,South,P0097,Electronics,7.0,487.53,3412.71
ORD100495,2022-07-28,CUST00242,North,P0036,Toys,,228.0,1596.0
ORD100496,2022-03-21,CUST00333,South,P0081,Electronics,7.0,302.77,2119.39
ORD100497,2022-05-01,CUST00457,West,P0043,Home,9.0,,2055.7799999999997
ORD100498,2021-09-15,CUST00144,South,P0035,Clothing,7.0,82.33,576.31
ORD100499,2021-10-14,CUST00159,East,P0033,Electronics,1.0,173.57,173.57
ORD100500,2022-01-19,CUST00104,East,P0014,Home,2.0,475.5,951.0
ORD100501,2021-06-25,CUST00153,South,P0069,Books,7.0,243.93,1707.51
ORD100502,2021-01-26,CUST00372,East,P0054,Home,4.0,,1227.4
ORD100503,2022-08-23,,North,P0073,Clothing,8.0,243.03,1944.24
ORD100504,2022-11-19,CUST00095,East,P0023,Home,2.0,290.58,581.16
ORD100505,2022-03-25,CUST00483,North,P0044,Electronics,8.0,153.42,1227.36
ORD100506,2022-07-15,CUST00261,South,P0019,Home,8.0,,2097.92
ORD100507,2021-04-23,,North,P0087,,9.0,118.31,1064.79
ORD100508,2022-06-07,CUST00484,,P0050,Electronics,6.0,135.2,811.1999999999999
ORD100509,2021-03-09,CUST00311,West,P0066,Electronics,5.0,430.78,2153.8999999999996
ORD100510,2021-09-06,CUST00279,South,P0046,,8.0,286.08,2288.64
ORD100511,2022-02-27,CUST00098,West,P0005,Electronics,8.0,291.86,2334.88
ORD100512,2022-12-13,CUST00042,West,P0043,Grocery,,249.38,1745.6599999999999
ORD100513,2021-10-12,CUST00287,South,P0035,Grocery,7.0,443.26,3102.8199999999997
ORD100514,2022-07-03,CUST00317,West,P0068,Clothing,6.0,133.5,801.0
ORD100515,2021-02-13,CUST00271,North,P0019,Toys,5.0,146.55,732.75
ORD100516,2021-11-08,CUST00304,North,P0019,Books,7.0,58.36,408.52
ORD100517,2022-10-25,CUST00379,North,P0082,Books,6.0,,718.4399999999999
ORD100518,2021-01-05,CUST00303,East,P0061,Grocery,4.0,18.37,73.48
ORD100519,2022-07-13,CUST00311,East,P0001,Toys,1.0,189.74,189.74
ORD100520,2021-07-26,,East,P0033,Electronics,3.0,76.19,228.57
,,,,,,,,
ORD100522,2021-03-19,CUST00004,South,P0086,Electronics,9.0,153.97,1385.73
ORD100523,2022-03-23,CUST00442,North,P0058,Home,1.0,75.14,75.14
ORD100524,2021-08-20,CUST00144,North,P0014,Home,9.0,389.79,3508.11
ORD100525,2021-07-30,CUST00294,North,P0090,Clothing,6.0,28.36,170.16
ORD100526,2021-06-17,CUST00124,West,P0096,Clothing,9.0,339.48,3055.32
ORD100527,2021-01-01,CUST00393,,P0014,Grocery,9.0,,2182.86
ORD100528,2021-10-10,CUST00029,North,P0081,Electronics,5.0,325.67,1628.3500000000001
ORD100529,2022-09-27,CUST00216,North,P0046,Toys,5.0,217.49,1087.45
ORD100530,2021-02-21,CUST00190,South,P0044,Grocery,7.0,135.88,951.16
ORD100531,2022-09-12,CUST00357,North,P0040,Electronics,1.0,477.15,477.15
ORD100532,2022-12-24,CUST00091,West,P0097,Toys,8.0,317.0,2536.0
ORD100533,2022-01-21,CUST00491,North,P0060,Clothing,7.0,211.34,1479.38
ORD100534,2021-10-14,CUST00360,West,P0076,Grocery,6.0,304.69,1828.1399999999999
ORD100535,2021-03-04,CUST00046,East,P0025,Toys,9.0,91.86,826.74
ORD100536,2022-08-30,CUST00072,South,P0009,Toys,8.0,,2411.52
ORD100537,2022-04-23,,North,P0003,Books,3.0,51.13,153.39000000000001
ORD100538,2022-01-22,CUST00165,North,P0055,Clothing,8.0,162.33,1298.64
ORD100539,2021-10-28,CUST00342,West,P0056,Grocery,4.0,444.83,1779.32
ORD100540,2021-05-24,CUST00387,South,P0096,Electronics,1.0,284.74,284.74
ORD100541,2022-01-11,CUST00311,West,P0066,Toys,7.0,451.45,3160.15
ORD100542,2022-06-21,CUST00382,South,P0075,Books,1.0,273.25,273.25
ORD100543,2022-05-23,CUST00183,East,P0001,Grocery,5.0,240.67,1203.35
ORD100544,2021-05-19,CUST00406,West,P0019,Books,6.0,418.28,2509.68
ORD100545,2021-01-27,CUST00253,East,P0042,Grocery,1.0,29.08,29.08
ORD100546,2021-10-15,CUST00366,South,P0006,Grocery,1.0,317.27,317.27
ORD100547,2022-04-01,CUST00208,East,P0027,Electronics,,29.63,207.41
ORD100548,2022-05-27,CUST00193,East,P0047,Clothing,1.0,145.69,145.69
ORD100549,2022-03-05,CUST00484,South,P0013,Home,7.0,365.49,2558.4300000000003
ORD100550,2021-12-18,CUST00394,West,P0007,,9.0,59.6,536.4
ORD100551,2021-11-21,CUST00194,South,P0006,Clothing,1.0,448.27,448.27
ORD100552,2021-04-24,CUST00342,West,P0051,Home,8.0,307.61,2460.88
ORD100553,2021-03-23,CUST00383,South,P0025,Grocery,9.0,251.03,2259.27
ORD100554,2021-04-06,CUST00462,East,P0017,Clothing,2.0,284.7,569.4
ORD100555,2021-02-04,,East,P0070,Electronics,5.0,264.25,1321.25
ORD100556,2022-06-23,CUST00452,,P0004,Home,3.0,302.01,906.03
ORD100557,2021-06-15,,North,P0066,Grocery,2.0,347.87,695.74
ORD100558,2021-01-17,CUST00117,North,P0091,Grocery,9.0,,280.8
ORD100559,2022-05-14,CUST00123,West,P0010,Home,3.0,403.63,1210.8899999999999
ORD100560,2022-08-05,CUST00293,North,P0042,Toys,5.0,,2044.4
ORD100561,2022-11-27,CUST00100,North,P0050,Books,1.0,31.06,31.06
ORD100562,2021-11-15,CUST00308,North,P0034,,5.0,178.41,892.05
ORD100563,2021-09-18,CUST00382,,P0098,Home,9.0,403.72,3633.4800000000005
ORD100564,2022-01-22,CUST00048,South,P0038,Clothing,9.0,,1744.29
ORD100565,2021-12-13,CUST00313,East,P0017,Toys,3.0,208.64,625.92
ORD100566,2022-08-29,CUST00447,West,P0100,Grocery,4.0,439.15,1756.6
ORD100567,2021-04-30,CUST00260,South,P0052,Clothing,5.0,461.89,2309.45
ORD100568,2021-04-17,CUST00343,South,P0059,Books,2.0,332.58,665.16
ORD100569,2022-02-11,CUST00220,,P0025,Toys,7.0,347.16,2430.1200000000003
ORD100570,2021-04-09,CUST00099,North,P0052,Clothing,2.0,76.19,152.38
ORD100571,2021-02-23,CUST00298,South,P0049,Books,3.0,348.35,1045.0500000000002
ORD100572,2021-07-06,CUST00231,North,P0047,Books,4.0,126.89,507.56
ORD100573,2022-04-20,CUST00384,East,P0052,Home,1.0,282.99,282.99
ORD100574,2021-07-29,CUST00293,South,P0047,Books,7.0,489.57,3426.99
ORD100575,2021-12-25,CUST00448,South,P0019,Home,9.0,40.29,362.61
ORD100576,2022-08-28,CUST00120,West,P0002,Toys,3.0,354.75,1064.25
ORD100577,2022-11-19,CUST00437,South,P0051,Grocery,,446.09,4014.81
ORD100578,2021-12-23,CUST00349,South,P0074,Books,4.0,37.95,151.8
ORD100579,2021-04-10,CUST00253,North,P0086,Home,2.0,427.22,854.44
ORD100580,2022-01-19,CUST00205,North,P0044,Clothing,6.0,82.41,494.46
ORD100581,2021-05-05,CUST00488,South,P0094,Home,6.0,204.27,1225.6200000000001
ORD100582,2021-12-15,CUST00166,West,P0027,Grocery,6.0,301.96,1811.7599999999998
ORD100583,2021-11-07,CUST00031,West,P0007,Grocery,1.0,452.75,452.75
ORD100584,2021-10-04,CUST00038,South,P0100,Clothing,5.0,393.5,1967.5
ORD100585,2022-08-11,CUST00063,South,P0030,Electronics,2.0,371.88,743.76
ORD100586,2022-07-07,CUST00264,West,P0014,Toys,7.0,41.35,289.45
ORD100587,2021-03-28,CUST00213,South,P0069,Home,5.0,130.15,650.75
ORD100588,2021-02-18,CUST00287,South,P0015,,1.0,19.26,19.26
ORD100589,2022-03-04,CUST00272,North,P0099,Books,1.0,335.08,335.08
ORD100590,2022-05-16,CUST00463,South,P0037,Toys,,165.97,165.97
ORD100591,2022-06-06,CUST00430,West,P0095,Home,9.0,31.87,286.83
ORD100592,2022-04-19,CUST00054,West,P0035,Toys,1.0,439.86,439.86
ORD100593,2022-05-01,CUST00330,West,P0013,,3.0,499.67,1499.01
ORD100594,2022-03-20,CUST00278,West,P0074,Grocery,6.0,369.31,2215.86
ORD100595,2021-04-05,CUST00424,East,P0033,Clothing,4.0,363.77,1455.08
ORD100596,2021-12-07,CUST00497,South,P0065,Home,7.0,495.91,3471.3700000000003
ORD100597,2021-07-09,CUST00334,South,P0024,Toys,5.0,73.77,368.84999999999997
ORD100598,2021-11-12,,North,P0005,Home,2.0,190.6,381.2
ORD100599,2021-08-26,CUST00481,East,P0029,Grocery,5.0,467.23,2336.15
ORD100600,2021-05-18,CUST00099,North,P0034,Toys,6.0,158.87,953.22
ORD100601,2021-09-11,CUST00218,South,P0009,Electronics,2.0,444.43,888.86
ORD100602,2022-11-10,CUST00440,East,P0095,Grocery,1.0,154.48,154.48
ORD100603,2022-11-04,CUST00136,West,P0076,Electronics,8.0,233.2,1865.6
ORD100604,2022-03-29,CUST00272,West,P0043,Clothing,9.0,339.44,3054.96
ORD100605,2022-03-19,CUST00221,East,P0060,Home,,40.56,121.68
ORD100606,2022-07-01,CUST00192,North,P0008,Books,7.0,7.12,49.84
ORD100607,2021-02-26,CUST00013,West,P0041,Toys,6.0,88.76,532.5600000000001
ORD100608,2021-05-27,CUST00445,North,P0002,Toys,6.0,56.32,337.92
ORD100609,2021-09-22,CUST00251,East,P0051,Home,,397.95,1193.85
ORD100610,2022-11-20,CUST00411,East,P0059,Books,9.0,177.46,1597.14
ORD100611,2021-12-14,CUST00111,East,P0091,Electronics,9.0,190.75,1716.75
ORD100612,2022-09-23,CUST00048,South,P0073,,2.0,478.92,957.84
ORD100613,2021-08-14,CUST00184,North,P0045,Electronics,9.0,346.18,3115.62
ORD100614,2021-03-30,CUST00314,West,P0068,Clothing,5.0,435.32,2176.6
ORD100615,2021-09-09,CUST00076,West,P0052,Books,6.0,237.98,1427.8799999999999
ORD100616,2021-06-14,CUST00381,West,P0022,Grocery,4.0,406.1,1624.4
ORD100617,2022-03-07,CUST00274,West,P0055,Clothing,8.0,164.66,1317.28
ORD100618,2021-11-22,CUST00097,North,P0029,Clothing,3.0,336.73,1010.19
ORD100619,2021-07-21,CUST00402,North,P0017,Electronics,2.0,164.98,329.96
ORD100620,2021-07-12,CUST00386,East,P0047,Clothing,9.0,183.54,1651.86
ORD100621,2022-07-12,CUST00252,East,P0032,Grocery,4.0,306.59,1226.36
ORD100622,2022-12-31,CUST00357,East,P0046,Clothing,9.0,88.68,798.1200000000001
ORD100623,2022-04-29,CUST00265,West,P0073,Electronics,5.0,258.02,1290.1
ORD100624,2021-03-12,CUST00068,North,P0010,Books,1.0,193.63,193.63
ORD100625,2022-10-02,CUST00251,East,P0036,Grocery,3.0,259.35,778.0500000000001
ORD100626,2022-04-06,CUST00095,North,P0073,Toys,6.0,167.27,1003.6200000000001
ORD100627,2021-10-04,CUST00216,East,P0009,Home,3.0,388.24,1164.72
ORD100628,2022-03-14,CUST00067,West,P0091,Toys,5.0,315.87,1579.35
ORD100629,2021-02-25,CUST00117,East,P0081,Home,,490.25,2451.25
ORD100630,2022-03-10,CUST00352,,P0059,Books,7.0,55.2,386.40000000000003
ORD100631,2022-11-03,,East,P0012,,7.0,152.11,1064.77
ORD100632,2021-11-09,CUST00225,South,P0029,Home,5.0,133.39,666.9499999999999
ORD100633,2021-11-06,CUST00411,West,P0022,Home,8.0,99.31,794.48
ORD100634,2022-08-21,CUST00180,South,P0025,Electronics,3.0,246.75,740.25
ORD100635,2021-01-19,CUST00008,North,P0056,Home,4.0,314.79,1259.16
ORD100636,2021-04-17,CUST00339,West,P0011,Electronics,,149.75,1198.0
ORD100637,2021-08-20,CUST00494,North,P0004,Clothing,7.0,84.21,589.4699999999999
ORD100638,2022-09-21,CUST00434,West,P0086,Clothing,9.0,69.67,627.03
ORD100639,2022-08-03,CUST00053,West,P0087,Electronics,,361.03,2527.21
ORD100640,2021-10-28,CUST00213,East,P0013,Books,2.0,332.21,664.42
ORD100641,2022-04-01,CUST00251,East,P0081,Clothing,8.0,487.35,3898.8
ORD100642,2021-01-25,CUST00033,South,P0070,Clothing,8.0,259.97,2079.76
ORD100643,2021-12-01,,West,P0024,Toys,4.0,332.13,1328.52
ORD100644,2021-07-28,CUST00171,North,P0022,Electronics,2.0,303.68,607.36
ORD100645,2022-07-21,CUST00216,East,P0074,,9.0,167.15,1504.3500000000001
ORD100646,2021-10-06,CUST00105,South,P0098,Clothing,6.0,134.69,808.14
ORD100647,2022-02-03,CUST00402,North,P0090,Clothing,7.0,281.33,1969.31
ORD100648,2021-09-11,CUST00022,West,P0092,Clothing,9.0,,1742.4900000000002
ORD100649,2022-11-12,CUST00006,North,P0076,Toys,1.0,202.04,202.04
ORD100650,2021-10-01,CUST00261,North,P0083,Toys,9.0,424.85,3823.65
ORD100651,2022-06-04,CUST00409,West,P0035,Electronics,5.0,356.24,1781.2
ORD100652,2021-08-08,CUST00062,West,P0048,Home,,346.57,1386.28
ORD100653,2022-09-29,CUST00211,East,P0040,Books,3.0,14.54,43.62
ORD100654,2021-08-24,CUST00243,North,P0038,Home,5.0,145.4,727.0
ORD100655,2022-01-29,CUST00254,East,P0069,Clothing,3.0,,812.79
ORD100656,2022-01-01,CUST00444,North,P0075,Electronics,1.0,51.01,51.01
ORD100657,2021-09-07,CUST00363,South,P0014,Books,7.0,98.13,686.91
ORD100658,2021-07-21,CUST00278,North,P0071,Home,1.0,311.05,311.05
ORD100659,2021-06-23,CUST00045,North,P0094,Books,4.0,369.42,1477.68
ORD100660,2021-10-16,CUST00374,North,P0072,Clothing,7.0,273.99,1917.93
ORD100661,2022-04-22,CUST00323,East,P0055,Books,2.0,348.57,697.14
ORD100662,2021-07-13,CUST00374,West,P0019,Clothing,3.0,196.32,588.96
ORD100663,2022-07-01,CUST00059,South,P0034,Grocery,2.0,21.14,42.28
ORD100664,2021-01-17,CUST00431,South,P0037,Electronics,4.0,190.37,761.48
ORD100665,2021-06-22,CUST00229,East,P0051,Home,3.0,78.94,236.82
ORD100666,2021-10-30,CUST00028,South,P0081,Books,3.0,361.03,1083.09
ORD100667,2022-11-24,CUST00408,North,P0089,Books,6.0,470.3,2821.8
ORD100668,2022-10-30,CUST00119,South,P0021,Electronics,4.0,290.66,1162.64
ORD100669,2022-08-25,CUST00153,South,P0067,Clothing,2.0,7.93,15.86
ORD100670,2021-01-31,CUST00208,South,P0071,Grocery,7.0,118.56,829.9200000000001
ORD100671,2022-07-10,CUST00116,East,P0090,Toys,9.0,374.54,3370.86
ORD100672,2021-11-26,CUST00124,South,P0036,Clothing,5.0,172.58,862.9000000000001
ORD100673,2021-11-09,CUST00115,,P0050,Clothing,2.0,75.66,151.32
ORD100674,2022-06-14,CUST00334,North,P0082,Toys,9.0,76.74,690.66
ORD100675,2022-02-04,CUST00143,North,P0058,Clothing,6.0,346.23,2077.38
